x,y,timestamp
694,1116,1525387
698,1117,1525391
698,1126,1525395
702,1126,1525399
702,1132,1525403
703,1131,1525407
702,1132,1525411
705,1133,1525415
706,1138,1525419
708,1137,1525423
707,1142,1525427
705,1143,1525431
705,1140,1525435
708,1140,1525439
711,1144,1525443
709,1144,1525447
709,1145,1525451
708,1145,1525455
707,1147,1525459
706,1147,1525463
711,1150,1525467
710,1152,1525471
711,1149,1525475
710,1149,1525479
710,1144,1525483
710,1144,1525487
710,1142,1525491
709,1145,1525495
708,1139,1525500
707,1136,1525504
704,1126,1525508
703,1129,1525512
703,1125,1525516
705,1124,1525520
703,1120,1525524
702,1123,1525528
700,1121,1525532
699,1123,1525536
698,1120,1525540
697,1121,1525544
697,1119,1525548
694,1119,1525552
693,1114,1525556
691,1119,1525560
690,1120,1525564
690,1120,1525568
690,1117,1525572
688,1121,1525576
688,1121,1525580
686,1124,1525584
686,1122,1525588
688,1123,1525592
686,1120,1525596
682,1121,1525600
684,1121,1525604
684,1119,1525608
683,1119,1525612
680,1122,1525617
678,1115,1525621
676,1115,1525625
679,1112,1525629
679,1112,1525633
683,1114,1525637
682,1113,1525641
683,1117,1525645
684,1119,1525649
682,1117,1525653
686,1115,1525657
685,1113,1525661
685,1110,1525665
684,1103,1525669
684,1101,1525673
684,1098,1525677
664,1104,1525681
632,1074,1525685
578,1079,1525689
538,1031,1525693
495,1029,1525697
461,995,1525701
424,997,1525705
421,991,1525709
387,1001,1525713
394,1014,1525717
391,1013,1525721
392,1011,1525725
387,1014,1525729
391,1013,1525734
389,1015,1525738
391,1022,1525742
388,1020,1525746
387,1026,1525750
389,1028,1525754
386,1035,1525758
384,1037,1525762
385,1038,1525766
381,1037,1525770
380,1038,1525774
370,1046,1525778
372,1048,1525782
357,1055,1525786
356,1062,1525790
355,1063,1525794
357,1055,1525798
360,1056,1525802
357,1059,1525806
361,1058,1525810
365,1051,1525814
391,1021,1525818
407,979,1525822
466,902,1525826
491,833,1525830
551,735,1525834
578,643,1525838
627,534,1525842
635,504,1525846
635,460,1525851
640,410,1525855
636,372,1525859
634,374,1525863
617,375,1525867
616,382,1525871
610,383,1525875
609,397,1525879
590,401,1525883
590,398,1525887
578,398,1525891
574,398,1525895
570,392,1525899
571,386,1525903
567,386,1525907
567,379,1525911
562,379,1525915
563,376,1525919
561,379,1525923
563,354,1525927
575,350,1525931
572,349,1525935
580,349,1525939
581,353,1525943
586,352,1525947
585,346,1525951
590,341,1525955
589,336,1525959
592,331,1525963
592,328,1525968
595,325,1525972
597,324,1525976
596,320,1525980
598,322,1525984
603,315,1525988
603,316,1525992
603,321,1525996
602,320,1526000
611,316,1526004
614,319,1526008
617,320,1526012
619,320,1526016
630,324,1526020
635,317,1526024
659,329,1526028
647,339,1526032
692,354,1526036
677,375,1526040
718,395,1526044
711,413,1526048
763,432,1526052
709,474,1526060
488,656,1526065
464,93,1526129
563,71,1526234
563,80,1526238
630,302,1526242
646,297,1526246
678,347,1526250
638,351,1526254
640,363,1526258
636,362,1526262
647,369,1526266
648,368,1526270
652,379,1526274
656,377,1526278
659,379,1526282
662,377,1526286
660,380,1526290
658,382,1526294
645,373,1526298
608,379,1526302
578,354,1526306
532,353,1526310
516,335,1526314
498,337,1526319
493,337,1526323
501,335,1526327
505,336,1526331
511,333,1526335
514,336,1526339
516,336,1526343
517,334,1526347
519,334,1526351
519,336,1526355
521,341,1526359
521,340,1526363
524,343,1526367
527,340,1526371
529,340,1526375
529,346,1526379
528,346,1526383
531,346,1526387
530,352,1526391
529,352,1526395
533,354,1526399
536,357,1526403
538,360,1526407
534,362,1526411
537,363,1526415
534,364,1526419
530,367,1526423
530,367,1526427
537,367,1526431
537,371,1526436
540,367,1526440
541,367,1526448
541,367,1526456
541,367,1526460
543,370,1526468
546,368,1526476
550,367,1526480
551,359,1526484
547,359,1526492
551,355,1526500
549,354,1526508
549,353,1526512
552,345,1526520
549,347,1526528
551,344,1526532
553,344,1526536
553,338,1526544
557,338,1526553
554,333,1526557
567,332,1526561
585,337,1526565
644,329,1526569
678,352,1526573
757,338,1526577
796,362,1526581
869,346,1526585
892,359,1526589
917,346,1526593
919,345,1526597
913,344,1526601
912,341,1526605
903,343,1526609
900,346,1526613
896,351,1526617
895,355,1526621
890,355,1526625
889,357,1526629
884,360,1526633
883,360,1526637
876,363,1526641
876,363,1526645
872,370,1526649
870,368,1526653
861,368,1526657
859,367,1526661
858,369,1526665
854,369,1526670
847,375,1526674
846,372,1526678
845,374,1526682
845,374,1526686
840,377,1526690
832,377,1526694
830,378,1526698
831,374,1526702
831,374,1526706
831,369,1526710
835,368,1526714
837,369,1526718
837,369,1526722
838,367,1526726
841,367,1526730
844,363,1526734
846,362,1526738
846,358,1526742
850,356,1526746
847,362,1526750
830,379,1526754
814,411,1526758
787,440,1526762
776,464,1526766
761,480,1526770
750,472,1526774
732,475,1526778
716,474,1526782
681,480,1526787
656,462,1526791
600,473,1526795
594,466,1526799
579,471,1526803
586,469,1526807
592,470,1526811
598,473,1526815
599,478,1526819
602,477,1526823
600,480,1526827
603,478,1526831
607,483,1526835
608,485,1526839
612,486,1526843
613,484,1526847
620,486,1526851
624,484,1526855
622,482,1526859
622,480,1526863
619,479,1526867
619,484,1526871
622,485,1526875
623,490,1526879
628,487,1526883
627,492,1526887
627,487,1526891
628,491,1526895
632,486,1526900
635,492,1526904
636,488,1526908
637,491,1526912
632,491,1526916
634,492,1526920
635,489,1526924
638,490,1526928
635,490,1526932
639,491,1526936
642,490,1526940
645,490,1526944
644,491,1526948
646,491,1526952
644,492,1526956
645,490,1526960
645,491,1526964
646,490,1526968
644,494,1526972
644,491,1526976
649,493,1526980
650,493,1526984
647,495,1526988
648,496,1526992
652,497,1526996
652,493,1527000
650,496,1527004
650,497,1527008
662,494,1527012
670,495,1527017
699,486,1527021
712,494,1527025
742,486,1527029
745,484,1527033
747,483,1527037
745,481,1527041
741,481,1527045
737,478,1527049
732,480,1527053
733,479,1527057
737,480,1527061
736,478,1527065
741,478,1527069
739,476,1527073
737,477,1527077
736,475,1527081
734,477,1527085
731,478,1527089
730,478,1527093
729,481,1527097
727,485,1527101
727,484,1527105
725,485,1527109
724,481,1527113
720,486,1527117
722,487,1527121
721,488,1527125
722,486,1527129
723,486,1527134
724,484,1527138
722,484,1527142
725,485,1527146
745,483,1527150
774,495,1527154
874,474,1527158
924,485,1527162
1006,461,1527166
1039,482,1527170
1081,470,1527174
1085,474,1527178
1070,476,1527182
1067,474,1527186
1060,475,1527190
1065,476,1527194
1062,474,1527198
1062,479,1527202
1061,479,1527206
1062,485,1527210
1060,487,1527214
1059,490,1527218
1055,495,1527222
1055,500,1527226
1052,499,1527230
1054,504,1527234
1056,508,1527238
1062,520,1527242
1061,522,1527246
1057,517,1527251
1053,524,1527255
1049,523,1527259
1052,531,1527263
1050,531,1527267
1047,531,1527271
1046,534,1527275
1046,536,1527279
1046,534,1527283
1041,535,1527287
1040,536,1527291
1042,544,1527295
1038,542,1527299
1040,541,1527303
1038,540,1527307
1036,537,1527311
1034,532,1527315
1030,529,1527319
1027,530,1527323
1027,535,1527327
1028,534,1527331
1027,532,1527335
1024,529,1527339
1023,529,1527343
1021,527,1527347
1024,525,1527351
1023,518,1527355
1023,516,1527359
1028,521,1527363
1030,520,1527368
1029,515,1527376
1028,513,1527384
1027,506,1527388
1028,503,1527392
1028,500,1527400
1023,496,1527408
1015,492,1527416
996,499,1527424
979,493,1527428
967,498,1527436
967,492,1527444
972,491,1527448
970,493,1527452
975,493,1527456
973,493,1527460
975,498,1527464
972,503,1527468
973,502,1527472
971,503,1527476
970,500,1527480
969,499,1527485
973,499,1527489
971,505,1527493
973,506,1527497
973,510,1527501
975,509,1527505
974,512,1527509
971,515,1527513
971,516,1527517
977,515,1527521
977,517,1527525
976,515,1527529
977,512,1527533
974,518,1527537
973,517,1527541
974,515,1527545
974,517,1527549
972,519,1527553
972,518,1527557
973,518,1527561
972,519,1527565
970,521,1527569
972,524,1527573
972,524,1527577
971,521,1527581
967,522,1527585
969,522,1527589
968,522,1527593
968,521,1527597
966,523,1527602
967,521,1527606
967,519,1527610
969,523,1527614
968,520,1527618
968,518,1527622
965,521,1527626
954,509,1527630
938,511,1527634
919,498,1527638
897,503,1527642
889,494,1527644
898,496,1527648
898,496,1527652
901,494,1527656
903,495,1527660
899,491,1527664
908,494,1527668
905,494,1527672
909,493,1527676
909,493,1527680
909,492,1527684
908,493,1527688
910,495,1527692
909,491,1527696
910,494,1527700
906,498,1527704
909,498,1527708
907,498,1527712
908,500,1527716
909,504,1527720
910,502,1527724
907,504,1527728
909,504,1527732
910,509,1527736
913,508,1527740
914,509,1527745
910,509,1527749
911,514,1527753
910,513,1527757
910,511,1527761
912,507,1527765
911,508,1527769
908,508,1527773
909,514,1527777
910,512,1527781
914,510,1527785
915,512,1527789
917,513,1527793
916,510,1527797
942,523,1527801
958,517,1527805
1002,538,1527809
1066,524,1527813
1103,544,1527817
1168,527,1527821
1175,533,1527825
1241,512,1527829
1238,510,1527833
1236,505,1527837
1234,508,1527841
1219,508,1527845
1220,510,1527849
1214,509,1527853
1213,506,1527857
1210,504,1527862
1210,514,1527866
1207,513,1527870
1205,511,1527874
1199,510,1527878
1196,511,1527882
1194,509,1527886
1194,509,1527890
1195,503,1527894
1197,505,1527898
1200,502,1527902
1196,500,1527906
1191,500,1527910
1189,502,1527914
1183,502,1527918
1181,500,1527922
1179,500,1527926
1179,501,1527930
1182,502,1527934
1184,502,1527938
1186,501,1527942
1186,502,1527946
1187,502,1527950
1187,503,1527954
1189,502,1527958
1189,500,1527962
1191,503,1527966
1190,503,1527970
1193,502,1527974
1192,500,1527979
1197,500,1527983
1197,496,1527987
1195,498,1527991
1198,499,1527995
1201,499,1527999
1201,504,1528003
1200,507,1528007
1200,502,1528011
1200,499,1528015
1197,499,1528019
1196,499,1528023
1197,495,1528027
1201,497,1528031
1199,495,1528035
1203,496,1528039
1202,497,1528043
1202,499,1528047
1203,495,1528051
1205,495,1528055
1202,496,1528059
1204,497,1528063
1205,498,1528067
1208,498,1528071
1208,498,1528075
1210,497,1528079
1209,495,1528083
1210,494,1528087
1209,493,1528091
1209,494,1528096
1213,495,1528100
1214,495,1528104
1210,497,1528108
1209,498,1528112
1208,499,1528116
1206,501,1528120
1208,498,1528124
1208,497,1528128
1204,496,1528132
1203,497,1528136
1204,497,1528140
1203,498,1528144
1202,495,1528148
1200,496,1528152
1198,497,1528156
1196,497,1528160
1196,495,1528164
1194,496,1528168
1193,497,1528172
1190,497,1528176
1189,498,1528180
1191,496,1528184
1191,492,1528188
1191,492,1528192
1192,491,1528196
1191,490,1528200
1189,490,1528204
1191,491,1528208
1191,494,1528213
1188,494,1528217
1187,495,1528221
1188,495,1528225
1188,491,1528229
1189,491,1528233
1184,497,1528237
1185,497,1528241
1148,502,1528245
1131,514,1528249
1077,513,1528253
1010,544,1528257
963,536,1528261
586,659,1528265
558,657,1528269
512,690,1528273
516,692,1528277
476,697,1528281
483,700,1528285
483,700,1528289
485,700,1528293
486,700,1528297
486,702,1528301
487,703,1528305
488,705,1528309
489,705,1528313
491,707,1528317
491,708,1528321
489,710,1528325
786,596,1528330
784,591,1528334
765,601,1528338
762,601,1528342
760,602,1528346
766,599,1528350
763,598,1528354
765,600,1528358
768,595,1528362
769,595,1528366
768,595,1528370
767,596,1528374
765,593,1528378
766,593,1528382
766,593,1528386
766,597,1528390
767,595,1528394
768,598,1528398
