x,y,timestamp
1095,493,16455042
1091,493,16455046
1090,492,16455050
1090,495,16455055
1088,497,16455059
1087,496,16455063
1087,494,16455067
1079,497,16455071
1078,497,16455075
1080,475,16455079
1080,475,16455083
1076,476,16455087
1078,476,16455091
1067,480,16455095
1067,477,16455099
1063,481,16455103
1065,480,16455107
1069,483,16455111
1069,482,16455115
1068,482,16455119
1069,479,16455123
1067,484,16455127
1067,484,16455131
1058,492,16455135
1058,494,16455139
1054,495,16455143
1055,497,16455147
1060,490,16455151
1062,489,16455155
1058,464,16455159
1047,447,16455163
1030,418,16455167
1012,372,16455172
987,346,16455176
970,305,16455180
942,281,16455184
926,252,16455188
885,248,16455192
874,238,16455196
855,227,16455200
847,218,16455204
841,214,16455208
842,210,16455212
845,208,16455216
847,209,16455220
845,208,16455224
848,205,16455228
846,207,16455232
847,206,16455236
847,208,16455240
847,203,16455244
844,203,16455248
842,203,16455252
840,209,16455256
841,213,16455260
838,217,16455264
837,217,16455268
834,220,16455272
832,224,16455276
833,227,16455280
833,226,16455284
838,226,16455289
838,225,16455293
840,228,16455297
840,227,16455301
838,226,16455305
839,228,16455309
838,224,16455313
839,221,16455317
845,218,16455321
845,220,16455325
849,220,16455329
851,221,16455333
857,229,16455337
856,229,16455341
862,226,16455345
863,221,16455349
864,219,16455353
867,220,16455357
868,219,16455365
868,221,16455369
868,218,16455373
871,218,16455377
873,218,16455381
880,255,16455385
876,279,16455389
887,327,16455393
897,368,16455397
910,408,16455401
925,442,16455406
936,439,16455410
942,456,16455414
949,440,16455418
947,440,16455422
952,437,16455426
948,434,16455430
954,425,16455434
952,426,16455438
958,420,16455442
957,417,16455446
964,412,16455450
963,411,16455454
973,405,16455458
968,408,16455462
986,402,16455466
989,402,16455470
1007,392,16455474
1002,392,16455478
1005,388,16455482
996,387,16455486
999,388,16455490
994,388,16455494
997,393,16455498
997,393,16455502
995,394,16455506
994,398,16455510
993,400,16455514
994,400,16455518
1000,401,16455523
1001,400,16455527
1003,401,16455531
1004,404,16455535
1007,404,16455539
1009,405,16455543
1006,407,16455547
1005,409,16455551
1004,408,16455555
1006,412,16455559
1002,415,16455563
1003,420,16455567
1005,417,16455571
1004,417,16455575
1005,415,16455579
1006,417,16455583
1002,415,16455587
1003,416,16455591
1002,413,16455595
1002,413,16455599
1003,416,16455603
1002,414,16455607
998,412,16455611
997,409,16455615
1001,408,16455619
998,407,16455623
998,413,16455627
999,418,16455631
1010,433,16455635
1012,446,16455640
1016,451,16455644
1023,468,16455648
1016,465,16455652
1016,462,16455656
1019,460,16455660
1017,454,16455664
1013,455,16455668
1014,455,16455672
1013,454,16455676
1014,457,16455680
1021,457,16455684
1023,459,16455688
1015,457,16455692
1016,455,16455696
1014,457,16455700
1013,458,16455704
1010,458,16455708
1008,460,16455712
1014,462,16455716
1011,465,16455720
1013,458,16455724
1012,450,16455728
1008,450,16455732
1008,450,16455736
1007,450,16455740
1007,451,16455744
1009,447,16455748
1009,448,16455752
1012,447,16455757
1011,446,16455761
1010,444,16455765
1010,442,16455769
1013,446,16455773
1013,448,16455777
1011,449,16455781
1014,449,16455785
1014,448,16455789
1013,447,16455793
1013,452,16455797
1012,451,16455801
1006,455,16455805
1005,457,16455809
1006,460,16455813
1007,460,16455817
1147,482,16455817
952,476,16455833
902,446,16455841
861,448,16455845
838,429,16455849
798,427,16455857
781,417,16455865
772,423,16455869
774,423,16455874
776,422,16455882
778,421,16455886
779,419,16455894
780,416,16455898
782,413,16455902
785,414,16455906
789,410,16455910
792,411,16455914
794,405,16455918
795,404,16455922
795,403,16455926
797,402,16455930
807,410,16455934
808,409,16455938
801,424,16455942
802,426,16455946
804,429,16455950
804,429,16455954
800,432,16455958
801,433,16455962
802,435,16455966
802,435,16455970
803,433,16455974
802,432,16455978
802,435,16455982
802,434,16455986
801,433,16455991
801,433,16455995
800,435,16455999
799,435,16456003
795,436,16456007
793,434,16456011
793,441,16456015
794,443,16456019
795,442,16456023
796,444,16456027
798,450,16456031
797,450,16456035
796,448,16456039
799,449,16456043
802,452,16456047
800,450,16456051
836,437,16456055
844,429,16456059
908,392,16456063
924,387,16456067
981,367,16456071
1204,290,16456108
1277,299,16456112
1281,301,16456116
1260,302,16456120
1258,297,16456124
1241,298,16456128
1238,296,16456132
1220,296,16456136
1217,291,16456140
1195,296,16456144
1194,289,16456148
1177,289,16456152
1175,288,16456156
1159,293,16456160
1156,295,16456164
1139,297,16456168
1135,295,16456172
1121,301,16456176
1126,299,16456180
1115,314,16456184
1112,313,16456188
1114,318,16456192
1112,317,16456196
1113,321,16456200
1110,318,16456204
1115,320,16456208
1115,320,16456212
1123,322,16456216
1123,320,16456220
1126,322,16456225
1126,324,16456229
1123,328,16456233
1124,326,16456237
1125,326,16456241
1125,326,16456245
1131,324,16456249
1133,325,16456253
1135,330,16456257
1137,330,16456261
1138,329,16456265
1140,330,16456269
1147,326,16456273
1149,325,16456277
1146,328,16456281
1144,330,16456285
1139,334,16456289
1137,334,16456293
1142,333,16456297
1143,335,16456301
1145,334,16456305
1145,336,16456309
1144,334,16456313
1141,336,16456317
1118,334,16456321
1105,328,16456325
1067,329,16456329
1038,314,16456333
995,314,16456337
974,298,16456342
956,289,16456346
945,287,16456350
933,286,16456354
936,286,16456358
935,282,16456362
941,283,16456366
941,276,16456370
944,279,16456374
943,281,16456378
943,279,16456382
948,271,16456386
951,272,16456390
953,266,16456394
957,269,16456398
957,271,16456402
956,273,16456406
952,276,16456410
953,281,16456414
954,284,16456418
953,282,16456422
952,291,16456426
953,293,16456430
955,297,16456434
954,298,16456438
953,296,16456442
955,296,16456446
952,298,16456450
954,296,16456454
949,300,16456459
950,299,16456463
952,301,16456467
952,304,16456471
952,301,16456475
951,300,16456479
956,301,16456483
956,302,16456487
956,296,16456491
956,293,16456495
962,293,16456499
963,292,16456503
965,293,16456507
964,293,16456511
960,291,16456515
957,289,16456519
961,291,16456523
958,291,16456527
963,292,16456531
966,293,16456535
968,306,16456539
970,318,16456543
971,340,16456547
977,365,16456551
973,371,16456555
975,374,16456559
975,373,16456563
974,371,16456567
971,378,16456571
969,380,16456576
971,380,16456580
971,383,16456584
974,383,16456588
975,387,16456592
983,385,16456596
983,389,16456600
991,390,16456604
990,390,16456608
991,389,16456612
990,390,16456616
989,394,16456620
990,389,16456624
999,378,16456628
994,373,16456632
998,373,16456636
996,371,16456640
995,368,16456644
996,370,16456648
1000,370,16456652
