x,y,timestamp
631,546,92593137
632,543,92593141
632,540,92593145
632,539,92593149
639,540,92593153
639,539,92593157
632,537,92593161
632,538,92593165
642,548,92593169
643,547,92593173
643,549,92593177
643,549,92593181
636,553,92593185
636,557,92593189
631,562,92593193
632,563,92593198
631,570,92593202
629,574,92593206
635,572,92593210
633,576,92593214
635,578,92593218
636,578,92593222
638,577,92593226
637,577,92593230
642,575,92593234
637,572,92593238
642,571,92593242
642,571,92593246
647,570,92593250
647,571,92593254
655,563,92593258
655,562,92593262
662,560,92593266
657,563,92593270
662,580,92593274
658,603,92593278
651,635,92593282
646,678,92593286
624,719,92593290
632,786,92593294
611,826,92593298
610,863,92593302
608,870,92593306
610,876,92593310
612,876,92593315
612,872,92593319
613,874,92593323
613,878,92593327
612,878,92593331
615,880,92593335
617,883,92593339
620,883,92593343
620,886,92593347
622,888,92593351
626,886,92593355
629,887,92593359
635,890,92593363
637,893,92593367
651,893,92593371
654,894,92593375
664,890,92593379
664,890,92593383
663,892,92593387
664,890,92593391
665,890,92593395
666,892,92593399
663,892,92593403
664,891,92593407
662,896,92593411
662,898,92593415
659,902,92593419
657,901,92593423
656,900,92593427
657,900,92593432
652,904,92593436
649,904,92593440
650,902,92593444
649,901,92593448
650,899,92593452
650,900,92593456
648,899,92593460
646,899,92593464
647,895,92593468
649,901,92593472
645,902,92593476
645,903,92593480
648,902,92593484
647,902,92593488
644,903,92593492
642,901,92593496
646,900,92593500
648,905,92593504
654,904,92593508
654,905,92593512
654,909,92593516
654,908,92593520
659,911,92593524
656,909,92593528
654,913,92593532
653,913,92593536
658,911,92593540
655,909,92593544
659,907,92593549
659,906,92593553
654,896,92593557
637,876,92593561
611,871,92593565
585,830,92593569
557,831,92593573
541,799,92593577
521,791,92593581
512,771,92593585
503,771,92593589
506,767,92593593
508,764,92593597
516,771,92593601
505,782,92593605
509,783,92593609
512,777,92593613
517,779,92593617
516,783,92593621
519,782,92593625
516,787,92593629
520,791,92593633
509,800,92593637
511,797,92593641
510,797,92593645
512,801,92593649
513,799,92593653
515,801,92593657
518,802,92593661
520,801,92593666
521,800,92593670
509,812,92593674
510,809,92593678
512,805,92593682
514,798,92593686
512,796,92593690
511,796,92593694
510,795,92593698
512,791,92593702
500,803,92593706
501,799,92593710
503,800,92593714
506,798,92593718
506,797,92593722
510,789,92593726
510,790,92593730
512,785,92593734
505,797,92593738
505,796,92593742
507,797,92593746
508,792,92593750
509,794,92593754
506,791,92593758
505,792,92593762
505,792,92593766
505,791,92593770
498,796,92593774
496,793,92593779
474,781,92593783
452,747,92593787
423,743,92593791
403,710,92593795
380,707,92593799
373,697,92593803
362,708,92593807
367,704,92593811
370,701,92593815
374,700,92593819
372,698,92593823
373,695,92593827
372,691,92593831
374,688,92593835
370,695,92593839
374,694,92593843
377,688,92593847
378,689,92593851
381,685,92593855
382,686,92593859
382,681,92593863
380,673,92593867
380,674,92593871
376,673,92593875
380,674,92593879
378,670,92593883
381,668,92593887
379,668,92593891
377,668,92593896
377,666,92593900
377,666,92593904
376,669,92593908
377,667,92593912
377,668,92593916
377,667,92593920
376,667,92593924
375,668,92593928
375,669,92593932
376,668,92593936
376,677,92593940
378,678,92593944
379,682,92593948
378,683,92593952
378,685,92593956
369,680,92593960
359,668,92593964
344,655,92593968
321,633,92593972
308,635,92593976
304,625,92593980
297,620,92593984
296,616,92593988
296,616,92593992
300,616,92593996
300,614,92594000
301,609,92594004
295,609,92594008
295,608,92594013
293,604,92594017
294,605,92594021
294,600,92594025
295,598,92594029
297,597,92594033
298,596,92594037
298,595,92594041
299,592,92594045
299,591,92594049
299,590,92594053
303,589,92594057
305,592,92594061
304,590,92594065
305,591,92594069
307,597,92594073
306,597,92594077
308,596,92594081
307,595,92594085
306,589,92594089
306,589,92594093
310,585,92594097
309,584,92594101
310,581,92594105
319,585,92594109
320,586,92594113
317,584,92594117
315,581,92594121
314,581,92594125
315,578,92594130
314,578,92594134
334,572,92594138
350,576,92594142
451,543,92594146
502,570,92594150
606,531,92594154
680,573,92594158
738,532,92594162
797,561,92594166
819,683,92594170
859,696,92594174
864,539,92594178
