x,y,timestamp
691,629,54505258
693,546,54505266
705,540,54505270
692,536,54505274
714,549,54505278
694,565,54505282
711,581,54505286
689,591,54505290
700,600,54505294
682,607,54505298
687,613,54505302
674,620,54505306
681,630,54505310
672,639,54505314
678,645,54505318
668,652,54505322
687,682,54505326
693,678,54505330
752,815,54505334
675,915,54505339
698,951,54505343
672,978,54505347
676,987,54505351
684,984,54505355
683,990,54505359
687,993,54505363
688,998,54505367
684,995,54505371
684,997,54505375
686,995,54505379
684,997,54505383
691,994,54505387
689,994,54505391
696,990,54505395
695,991,54505399
697,983,54505403
698,983,54505407
697,987,54505411
696,986,54505415
698,988,54505419
695,986,54505423
699,989,54505427
700,988,54505431
697,987,54505435
695,985,54505439
698,984,54505443
695,981,54505447
697,979,54505451
696,976,54505456
694,976,54505460
692,972,54505464
689,974,54505468
689,975,54505472
684,976,54505476
685,978,54505480
686,978,54505484
688,983,54505488
687,980,54505492
689,983,54505496
690,980,54505500
693,985,54505504
692,981,54505508
691,980,54505512
697,981,54505516
697,973,54505520
701,959,54505524
695,918,54505528
703,874,54505532
709,847,54505536
705,814,54505540
718,803,54505544
715,769,54505548
739,682,54505552
728,658,54505556
716,730,54505560
715,732,54505564
716,716,54505569
719,717,54505573
715,716,54505577
718,720,54505581
714,719,54505585
711,718,54505589
707,715,54505593
702,717,54505597
699,716,54505601
697,716,54505605
696,718,54505609
700,714,54505613
697,713,54505617
696,713,54505621
688,703,54505625
684,706,54505629
674,693,54505633
676,695,54505637
667,682,54505641
665,681,54505645
669,675,54505649
668,673,54505653
668,673,54505657
667,674,54505661
668,675,54505665
670,675,54505669
672,677,54505673
678,678,54505677
682,662,54505681
690,660,54505686
690,657,54505690
691,655,54505694
689,655,54505698
694,656,54505702
693,656,54505706
695,654,54505710
695,647,54505714
692,648,54505718
695,649,54505722
697,650,54505726
699,654,54505730
698,658,54505734
698,662,54505738
699,665,54505742
701,667,54505746
700,670,54505750
698,669,54505754
693,674,54505758
679,674,54505762
664,680,54505766
612,652,54505770
564,656,54505774
522,635,54505778
368,765,54505782
346,759,54505786
283,789,54505790
285,788,54505794
283,787,54505798
289,792,54505803
288,791,54505807
291,790,54505811
291,783,54505815
294,781,54505819
292,780,54505823
293,778,54505827
292,777,54505831
295,776,54505835
294,775,54505839
296,774,54505843
323,768,54505847
322,761,54505851
292,765,54505855
295,766,54505859
322,761,54505863
323,760,54505867
322,759,54505871
321,763,54505875
320,762,54505879
308,757,54505883
307,756,54505887
306,757,54505891
271,784,54505895
272,785,54505899
299,779,54505903
298,783,54505907
393,654,54505911
375,646,54505915
358,643,54505920
357,643,54505924
342,655,54505928
341,657,54505932
346,654,54505936
347,655,54505940
352,650,54505944
353,652,54505948
337,646,54505952
339,647,54505956
340,645,54505960
341,644,54505964
339,639,54505968
343,641,54505972
350,631,54505976
352,632,54505980
334,641,54505984
337,645,54505988
334,656,54505996
339,656,54506004
345,667,54506008
347,668,54506012
335,678,54506016
336,673,54506020
339,672,54506024
341,671,54506028
342,672,54506032
342,669,54506037
345,666,54506041
335,664,54506045
323,677,54506049
291,664,54506053
247,679,54506057
223,661,54506061
187,669,54506065
188,668,54506069
176,674,54506073
180,673,54506077
183,670,54506081
189,664,54506085
192,662,54506089
195,663,54506093
191,663,54506097
192,664,54506101
189,668,54506105
191,672,54506109
185,675,54506113
195,670,54506117
192,670,54506121
192,672,54506125
191,670,54506129
190,668,54506133
189,668,54506137
189,667,54506141
190,669,54506145
197,665,54506149
194,663,54506154
193,661,54506158
195,659,54506162
193,658,54506166
195,655,54506170
193,655,54506174
190,651,54506178
185,648,54506182
194,645,54506186
191,644,54506190
198,640,54506194
197,639,54506198
197,637,54506202
195,635,54506206
196,635,54506210
194,633,54506214
196,637,54506218
196,636,54506222
192,639,54506226
192,641,54506230
196,640,54506234
196,643,54506238
193,645,54506242
192,644,54506246
190,650,54506250
191,647,54506254
190,648,54506258
191,649,54506262
189,650,54506267
188,647,54506271
181,650,54506275
181,646,54506279
178,651,54506283
177,651,54506287
175,655,54506291
175,654,54506295
178,655,54506299
177,655,54506303
180,658,54506307
179,653,54506311
169,654,54506315
171,649,54506319
176,652,54506323
177,651,54506327
175,653,54506331
175,654,54506335
180,656,54506339
179,655,54506343
178,653,54506347
189,648,54506351
190,651,54506355
190,653,54506359
191,653,54506363
189,653,54506367
188,652,54506371
185,648,54506375
187,648,54506379
199,650,54506384
199,650,54506388
199,651,54506392
197,656,54506396
195,654,54506400
195,653,54506404
193,652,54506408
189,656,54506412
189,656,54506416
194,665,54506420
194,667,54506424
192,667,54506428
192,665,54506432
